Company,TypeName,Inches,Ram,OpSys,Weight,ScreenResolutionX,ScreenResolutionY,CpuBrand,CpuPower,Memory_SSD (GB),Memory_HDD (GB),Memory_Flash (GB),Price_euros
Dell,Ultrabook,13.3,8.0,Windows 10,1.42,1920,1080,Intel,1.6,256.0,0.0,0.0,1841.85
Asus,Notebook,15.6,12.0,Windows 10,2.06,3840,2160,Intel,2.6,128.0,1000.0,0.0,1299.0
Dell,Notebook,14.0,8.0,Windows 10,1.79,1366,768,Intel,2.3,128.0,0.0,0.0,740.0
Dell,Workstation,15.6,8.0,Windows 10,1.78,1920,1080,Intel,2.8,256.0,0.0,0.0,2408.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.7,1920,1080,Intel,2.5,180.0,0.0,0.0,1364.0
Dell,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,1.6,0.0,1000.0,0.0,675.0
Toshiba,Notebook,13.3,8.0,Windows 10,1.05,1920,1080,Intel,2.5,256.0,0.0,0.0,1672.0
Dell,Notebook,15.6,8.0,Windows 10,2.16,1920,1080,Intel,1.8,512.0,0.0,0.0,1262.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.4,0.0,1000.0,0.0,586.6
HP,Notebook,13.3,4.0,Windows 10,1.49,1920,1080,Intel,1.6,128.0,0.0,0.0,726.0
Chuwi,Notebook,15.6,4.0,Windows 10,1.89,1920,1080,Intel,1.44,0.0,0.0,64.0,248.9
Lenovo,Notebook,15.6,4.0,Windows 10,2.3,1366,768,Intel,2.0,128.0,0.0,0.0,565.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.75,1920,1080,Intel,1.6,256.0,0.0,0.0,1049.0
Dell,Workstation,15.6,16.0,Windows 10,2.17,1920,1080,Intel,2.7,512.0,0.0,0.0,2338.0
Dell,Notebook,15.6,16.0,Windows 10,2.06,1920,1080,Intel,2.8,512.0,0.0,0.0,1899.0
Lenovo,Ultrabook,12.5,16.0,Windows 10,1.36,1920,1080,Intel,2.7,512.0,0.0,0.0,1798.0
Asus,Ultrabook,12.5,16.0,Windows 10,0.91,1920,1080,Intel,2.7,512.0,0.0,0.0,1950.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,256.0,0.0,0.0,1011.99
Toshiba,Ultrabook,13.3,32.0,Windows 10,1.05,1920,1080,Intel,2.7,512.0,0.0,0.0,2799.0
Asus,Gaming,15.6,8.0,Windows 10,1.99,1920,1080,Intel,2.8,128.0,1000.0,0.0,1350.0
Acer,Notebook,15.6,8.0,Windows 10,2.2,1366,768,AMD,2.5,0.0,1000.0,0.0,579.0
Asus,Gaming,17.3,24.0,Windows 10,4.33,1920,1080,Intel,2.6,256.0,1000.0,0.0,1269.0
Lenovo,Ultrabook,12.5,8.0,Windows 10,1.3,1366,768,Intel,2.3,180.0,0.0,0.0,1099.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.17,1920,1080,Intel,1.8,256.0,0.0,0.0,898.9
HP,Notebook,14.0,8.0,Windows 10,1.48,1920,1080,Intel,2.8,1000.0,0.0,0.0,1749.0
Lenovo,Notebook,13.3,8.0,Windows 10,1.4,1920,1080,Intel,2.4,256.0,0.0,0.0,949.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,256.0,0.0,0.0,911.0
Asus,Netbook,11.6,4.0,Windows 10 S,1.2,1366,768,Intel,1.1,0.0,0.0,64.0,340.0
HP,Notebook,15.6,8.0,Windows 10,1.91,1366,768,Intel,2.5,256.0,0.0,0.0,618.99
Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.4,1920,1080,Intel,1.6,256.0,0.0,0.0,1599.0
Lenovo,Notebook,14.0,4.0,Windows 10,2.1,1366,768,Intel,1.1,0.0,500.0,0.0,299.0
Lenovo,Netbook,11.6,4.0,Chrome OS,1.25,1366,768,Intel,1.6,16.0,0.0,0.0,265.0
Lenovo,Notebook,13.3,8.0,Windows 10,1.44,1920,1080,Intel,2.5,256.0,0.0,0.0,949.0
Asus,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.7,256.0,1000.0,0.0,1224.0
Acer,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,1.6,0.0,1000.0,0.0,613.0
HP,Ultrabook,13.3,8.0,Windows 10,1.34,1920,1080,Intel,2.7,512.0,0.0,0.0,1323.0
Lenovo,Gaming,15.6,8.0,No OS,2.4,1920,1080,Intel,2.8,256.0,1000.0,0.0,1149.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.29,1920,1080,Intel,2.5,128.0,0.0,0.0,899.0
Acer,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.7,0.0,500.0,0.0,639.0
Dell,Notebook,15.6,8.0,Windows 10,2.18,1920,1080,Intel,2.5,0.0,1000.0,0.0,836.0
Dell,Notebook,15.6,16.0,Windows 10,2.2,1920,1080,Intel,1.8,256.0,2000.0,0.0,1219.24
Xiaomi,Notebook,15.6,16.0,No OS,1.95,1920,1080,Intel,1.8,256.0,0.0,0.0,1399.95
Asus,Netbook,11.6,2.0,Windows 10,1.1,1366,768,Intel,1.1,0.0,0.0,32.0,245.0
HP,Notebook,15.6,4.0,Windows 10,2.04,1366,768,Intel,1.6,0.0,1000.0,0.0,521.47
Asus,Gaming,15.6,24.0,Windows 10,2.24,1920,1080,Intel,2.8,512.0,0.0,0.0,2968.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1920,1080,Intel,2.5,256.0,0.0,0.0,889.0
Asus,Gaming,17.3,16.0,Windows 10,3.0,1920,1080,Intel,2.8,256.0,1000.0,0.0,1504.0
Lenovo,Gaming,15.6,8.0,Windows 10,3.2,1920,1080,Intel,2.8,256.0,1000.0,0.0,1399.0
HP,Ultrabook,13.3,8.0,Windows 10,1.32,1920,1080,Intel,2.7,256.0,0.0,0.0,1399.0
Dell,Notebook,14.0,8.0,Windows 10,1.64,1920,1080,Intel,2.6,256.0,0.0,0.0,1279.73
HP,Notebook,15.6,4.0,Windows 10,1.63,1366,768,Intel,2.0,128.0,0.0,0.0,689.0
Dell,Notebook,17.3,8.0,Linux,2.8,1920,1080,Intel,1.6,128.0,1000.0,0.0,889.0
Lenovo,Notebook,14.0,8.0,Windows 7,2.02,1920,1080,Intel,2.3,256.0,0.0,0.0,1340.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.7,0.0,1000.0,0.0,799.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1366,768,Intel,2.0,0.0,2000.0,0.0,459.0
Dell,Notebook,15.6,4.0,Windows 10,2.3,1920,1080,Intel,2.5,0.0,500.0,0.0,585.0
Dell,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.8,256.0,0.0,0.0,1377.0
Dell,Gaming,17.3,16.0,Windows 10,4.42,1920,1080,Intel,2.8,128.0,1000.0,0.0,3012.77
Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.5,0.0,500.0,0.0,860.0
Asus,Notebook,15.6,8.0,Windows 10,2.0,3840,2160,Intel,2.7,256.0,1000.0,0.0,1299.0
Mediacom,Notebook,13.3,4.0,Windows 10,1.2,1920,1080,Intel,1.1,32.0,0.0,0.0,369.0
Asus,Gaming,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,128.0,1000.0,0.0,1649.0
Dell,Notebook,15.6,8.0,Windows 10,1.93,1920,1080,Intel,2.8,256.0,0.0,0.0,1369.0
Dell,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,1.6,256.0,0.0,0.0,797.41
HP,Notebook,15.6,4.0,Windows 10,1.86,1920,1080,Intel,1.6,256.0,0.0,0.0,398.99
HP,Gaming,17.3,12.0,Windows 10,2.62,1920,1080,Intel,2.8,0.0,1000.0,0.0,1799.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.87,1920,1080,Intel,2.7,256.0,0.0,0.0,859.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.2,3200,1800,Intel,1.8,256.0,0.0,0.0,1399.0
Dell,Notebook,14.0,4.0,Windows 10,1.6,1920,1080,Intel,2.0,128.0,0.0,0.0,735.87
HP,Ultrabook,13.3,8.0,Windows 10,1.34,3200,1800,Intel,2.7,256.0,0.0,0.0,1145.0
Acer,Gaming,15.6,8.0,Linux,2.4,1920,1080,Intel,2.5,0.0,1000.0,0.0,798.0
Asus,Notebook,15.6,4.0,Windows 10,2.0,1366,768,AMD,1.8,0.0,500.0,0.0,349.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.4,128.0,0.0,0.0,705.5
Lenovo,Notebook,14.0,4.0,Windows 10,1.87,1920,1080,Intel,2.5,0.0,500.0,0.0,785.0
Lenovo,Notebook,15.6,4.0,No OS,2.15,1920,1080,Intel,2.3,0.0,1000.0,0.0,462.35
HP,Notebook,15.6,4.0,Windows 10,1.86,1920,1080,Intel,2.0,0.0,500.0,0.0,397.0
Lenovo,Notebook,15.6,8.0,Windows 10,1.99,1920,1080,Intel,2.7,512.0,0.0,0.0,1729.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.0,128.0,0.0,0.0,499.0
Dell,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.5,256.0,0.0,0.0,1116.99
Dell,Gaming,17.3,16.0,Windows 10,4.42,1920,1080,Intel,2.8,256.0,1000.0,0.0,2699.0
HP,Notebook,17.3,8.0,Windows 10,2.65,1600,900,Intel,2.0,0.0,1000.0,0.0,544.15
HP,Notebook,17.3,8.0,Windows 10,2.63,1920,1080,Intel,2.7,0.0,1000.0,0.0,1280.0
Asus,Notebook,15.6,4.0,Linux,2.0,1366,768,Intel,1.1,0.0,500.0,0.0,224.0
Mediacom,Notebook,13.3,4.0,Windows 10,1.35,1920,1080,Intel,1.44,0.0,0.0,32.0,255.0
Lenovo,Notebook,17.3,6.0,Windows 10,2.8,1600,900,Intel,2.7,128.0,1000.0,0.0,949.0
HP,Notebook,15.6,6.0,Windows 10,1.91,1920,1080,AMD,2.5,128.0,0.0,0.0,568.9
Dell,Notebook,15.6,4.0,Windows 10,2.18,1366,768,Intel,2.0,0.0,1000.0,0.0,617.9
Acer,2 in 1 Convertible,11.6,4.0,Windows 10,1.25,1920,1080,Intel,2.0,0.0,0.0,32.0,349.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.05,1920,1080,Intel,2.7,128.0,0.0,0.0,630.0
HP,Ultrabook,13.3,16.0,Windows 10,1.16,3200,1800,Intel,1.2,512.0,0.0,0.0,1965.0
Lenovo,Notebook,17.3,8.0,Windows 10,3.4,1920,1080,Intel,2.8,256.0,0.0,0.0,2999.0
Asus,Notebook,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.5,128.0,1000.0,0.0,839.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.21,3840,2160,Intel,1.6,128.0,0.0,0.0,1599.0
Dell,Notebook,15.6,4.0,Windows 10,1.93,1366,768,Intel,2.6,0.0,500.0,0.0,959.0
Fujitsu,Notebook,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.5,0.0,1000.0,0.0,739.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,1.1,0.0,500.0,0.0,344.0
Lenovo,Notebook,14.0,4.0,Windows 10,2.02,1366,768,Intel,2.5,0.0,500.0,0.0,990.0
HP,Workstation,17.3,8.0,Windows 10,3.14,1600,900,Intel,2.8,0.0,500.0,0.0,1860.99
HP,Notebook,14.0,8.0,Windows 10,1.94,1366,768,Intel,1.6,0.0,2000.0,0.0,389.0
HP,Notebook,15.6,6.0,Windows 10,1.95,1920,1080,AMD,3.0,256.0,0.0,0.0,649.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,256.0,0.0,0.0,830.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.05,1920,1080,Intel,1.6,0.0,500.0,0.0,685.0
Mediacom,Notebook,14.0,4.0,Windows 10,1.4,1920,1080,Intel,1.44,32.0,0.0,0.0,249.0
Toshiba,Ultrabook,14.0,16.0,Windows 10,1.24,1920,1080,Intel,2.7,512.0,0.0,0.0,1865.0
Lenovo,Gaming,17.3,32.0,Windows 10,4.6,1920,1080,Intel,2.7,256.0,1000.0,0.0,2663.0
MSI,Gaming,17.3,16.0,Windows 10,4.14,1920,1080,Intel,2.9,512.0,1000.0,0.0,2729.0
Dell,Notebook,15.6,8.0,Linux,2.2,1920,1080,Intel,2.7,256.0,0.0,0.0,749.01
Mediacom,Notebook,14.0,4.0,Windows 10,1.45,1920,1080,Intel,1.1,32.0,0.0,0.0,389.0
Dell,Notebook,15.6,8.0,Windows 10,1.9,1366,768,Intel,2.6,0.0,500.0,0.0,1008.52
HP,Notebook,13.3,4.0,Windows 10,1.49,1920,1080,Intel,2.4,128.0,0.0,0.0,719.0
Dell,Notebook,15.6,16.0,Windows 10,1.93,1920,1080,Intel,2.8,256.0,0.0,0.0,1537.39
Dell,Netbook,11.6,4.0,Chrome OS,1.26,1366,768,Intel,1.6,0.0,0.0,16.0,295.0
MSI,Gaming,17.3,16.0,Windows 10,4.5,1920,1080,Intel,2.7,128.0,1000.0,0.0,2349.0
HP,Gaming,17.3,16.0,Windows 10,3.78,1920,1080,Intel,2.8,256.0,1000.0,0.0,1498.0
Lenovo,Ultrabook,14.0,12.0,Windows 10,1.4,1920,1080,Intel,2.6,256.0,0.0,0.0,1673.0
Lenovo,Notebook,15.6,12.0,Windows 10,2.2,1366,768,Intel,1.8,0.0,1000.0,0.0,609.0
Asus,Gaming,17.3,8.0,Windows 10,2.73,1920,1080,Intel,2.5,128.0,1000.0,0.0,1770.0
Asus,2 in 1 Convertible,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.5,0.0,1000.0,0.0,739.0
Lenovo,Notebook,15.6,12.0,Windows 10,2.2,1920,1080,AMD,3.6,512.0,0.0,0.0,949.0
Dell,2 in 1 Convertible,11.6,4.0,Windows 10,1.39,1366,768,Intel,1.0,128.0,0.0,0.0,603.0
Samsung,Notebook,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.8,128.0,1000.0,0.0,1699.0
Lenovo,Notebook,17.3,4.0,No OS,2.8,1920,1080,Intel,2.0,0.0,500.0,0.0,529.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.29,1366,768,Intel,2.3,0.0,1000.0,0.0,459.0
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1920,1080,Intel,2.7,512.0,0.0,0.0,2025.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.7,1920,1080,Intel,2.5,256.0,0.0,0.0,1474.0
Dell,2 in 1 Convertible,12.5,8.0,Windows 10,1.34,1920,1080,Intel,2.5,256.0,0.0,0.0,1670.0
Dell,Workstation,15.6,8.0,Windows 10,2.06,1920,1080,Intel,2.8,256.0,0.0,0.0,1763.0
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.7,256.0,0.0,0.0,1219.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.4,0.0,500.0,0.0,668.48
Acer,Notebook,14.0,4.0,Windows 10,1.6,1920,1080,Intel,1.1,0.0,0.0,32.0,329.0
MSI,Gaming,17.3,16.0,Windows 10,4.14,1920,1080,Intel,2.7,128.0,1000.0,0.0,2199.0
Dell,Notebook,15.6,4.0,Linux,2.18,1366,768,Intel,2.0,0.0,1000.0,0.0,465.0
MSI,Gaming,15.6,16.0,Windows 10,1.8,3840,2160,Intel,2.8,256.0,2000.0,0.0,2299.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,256.0,0.0,0.0,1399.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.4,1920,1080,Intel,2.5,0.0,1000.0,0.0,564.0
Lenovo,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.8,256.0,0.0,0.0,1299.0
Acer,Notebook,14.0,4.0,Windows 10,1.6,1366,768,Intel,1.6,0.0,0.0,128.0,349.0
Lenovo,Notebook,15.6,32.0,Windows 10,2.5,3840,2160,Intel,3.1,1000.0,0.0,0.0,4899.0
Dell,Gaming,15.6,16.0,Windows 10,2.59,1920,1080,Intel,2.6,0.0,1000.0,0.0,879.01
Dell,Notebook,15.6,4.0,Linux,2.18,1366,768,Intel,2.0,0.0,1000.0,0.0,443.9
Dell,Notebook,15.6,4.0,Linux,2.25,1366,768,Intel,2.0,0.0,1000.0,0.0,359.0
Dell,Notebook,15.6,4.0,Linux,1.93,1366,768,Intel,2.6,0.0,500.0,0.0,869.0
Asus,Gaming,17.3,8.0,Windows 10,3.0,1920,1080,Intel,2.8,128.0,1000.0,0.0,1168.0
Dell,Notebook,15.6,4.0,Linux,2.18,1920,1080,Intel,2.5,128.0,0.0,0.0,569.0
HP,Ultrabook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.7,512.0,0.0,0.0,1389.0
MSI,Gaming,15.6,16.0,Windows 10,2.94,1920,1080,Intel,2.8,256.0,1000.0,0.0,2267.86
Acer,2 in 1 Convertible,11.6,4.0,Chrome OS,1.25,1366,768,Intel,1.6,0.0,0.0,32.0,379.0
HP,Notebook,14.0,8.0,Windows 10,2.31,1366,768,Intel,2.6,256.0,0.0,0.0,1124.0
Lenovo,Notebook,14.0,8.0,Windows 7,1.65,1920,1080,Intel,2.3,256.0,0.0,0.0,1465.0
Dell,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,1.6,0.0,1000.0,0.0,776.0
Fujitsu,Notebook,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.5,256.0,0.0,0.0,799.0
HP,Notebook,15.6,4.0,Windows 7,1.88,1366,768,Intel,2.3,0.0,500.0,0.0,932.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.7,0.0,1000.0,0.0,899.0
Mediacom,Notebook,14.0,2.0,Windows 10,1.4,1920,1080,Intel,1.44,0.0,0.0,32.0,239.0
Lenovo,Notebook,15.6,4.0,No OS,2.2,1920,1080,Intel,2.5,128.0,0.0,0.0,468.0
Asus,2 in 1 Convertible,13.3,6.0,Windows 10,1.5,1920,1080,Intel,2.5,0.0,1000.0,0.0,639.01
Dell,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.8,256.0,0.0,0.0,1820.0
Asus,Ultrabook,14.0,16.0,Windows 10,1.1,1920,1080,Intel,2.7,512.0,0.0,0.0,1900.0
Dell,Gaming,15.6,16.0,Windows 10,2.62,1920,1080,Intel,2.8,256.0,1000.0,0.0,1479.0
Lenovo,Notebook,15.6,4.0,Windows 10,1.8,1920,1080,Intel,1.6,256.0,0.0,0.0,829.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.0,0.0,1000.0,0.0,579.0
Asus,Notebook,15.6,8.0,Windows 10,2.0,1366,768,Intel,1.1,0.0,1000.0,0.0,399.0
Asus,Notebook,15.6,8.0,Windows 10,1.99,1920,1080,Intel,2.5,0.0,1000.0,0.0,906.62
Dell,Ultrabook,13.3,8.0,Windows 10,1.23,3200,1800,Intel,1.6,256.0,0.0,0.0,1869.0
Lenovo,Notebook,14.0,2.0,Windows 10,1.42,1366,768,Intel,1.6,0.0,0.0,32.0,249.0
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,1920,1080,Intel,2.7,256.0,0.0,0.0,1757.42
Dell,Notebook,15.6,16.0,Windows 10,2.06,3840,2160,Intel,2.8,1000.0,0.0,0.0,2399.0
Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.8,128.0,1000.0,0.0,1109.0
HP,Notebook,17.0,8.0,Windows 10,2.6,1600,900,AMD,3.0,0.0,1000.0,0.0,520.9
Lenovo,Ultrabook,14.0,16.0,Windows 10,1.14,1920,1080,Intel,2.7,512.0,0.0,0.0,2450.0
Asus,Gaming,15.6,8.0,No OS,2.5,1920,1080,Intel,2.8,0.0,1000.0,0.0,1169.0
Acer,Notebook,15.6,4.0,Windows 10,2.4,1366,768,Intel,2.0,0.0,500.0,0.0,450.0
Lenovo,Notebook,14.0,4.0,Windows 10,1.43,1366,768,Intel,1.6,0.0,0.0,32.0,274.0
Acer,Ultrabook,14.0,8.0,Windows 10,1.8,1920,1080,Intel,2.5,256.0,0.0,0.0,919.0
Razer,Gaming,14.0,16.0,Windows 10,1.95,1920,1080,Intel,2.8,256.0,0.0,0.0,2599.0
Toshiba,Notebook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,2.3,256.0,0.0,0.0,1213.0
Lenovo,Ultrabook,12.5,8.0,Windows 10,1.36,1920,1080,Intel,2.7,256.0,0.0,0.0,1584.0
Asus,Gaming,17.3,32.0,Windows 10,3.8,1920,1080,Intel,2.7,512.0,0.0,0.0,2799.0
Acer,Gaming,15.6,8.0,Linux,2.4,1920,1080,Intel,2.5,0.0,1000.0,0.0,709.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,1.6,256.0,0.0,0.0,1449.9
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.8,128.0,1000.0,0.0,1191.8
HP,Notebook,15.6,4.0,No OS,1.86,1366,768,Intel,2.0,0.0,500.0,0.0,364.9
Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.5,0.0,500.0,0.0,1064.0
Dell,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,1.8,256.0,0.0,0.0,919.0
Dell,Notebook,15.6,16.0,Windows 10,2.2,1920,1080,Intel,1.8,256.0,2000.0,0.0,1135.0
Lenovo,Gaming,15.6,8.0,Windows 10,3.31,1920,1080,Intel,2.6,128.0,1000.0,0.0,1196.0
Dell,Gaming,17.3,32.0,Windows 10,4.42,3840,2160,Intel,2.8,512.0,1000.0,0.0,3147.37
Dell,Notebook,14.0,8.0,Windows 10,1.56,1920,1080,Intel,2.4,256.0,0.0,0.0,1229.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.1,0.0,500.0,0.0,419.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.3,0.0,500.0,0.0,535.0
HP,Notebook,15.6,6.0,Windows 10,2.04,1920,1080,Intel,2.0,0.0,1000.0,0.0,539.0
MSI,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,128.0,1000.0,0.0,1486.77
Toshiba,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,2.1,128.0,0.0,0.0,498.0
Dell,Notebook,15.6,8.0,Windows 10,2.06,1920,1080,Intel,2.5,0.0,1000.0,0.0,955.0
HP,Notebook,15.6,8.0,Windows 10,2.1,1920,1080,Intel,2.7,0.0,1000.0,0.0,745.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.5,256.0,0.0,0.0,1258.0
Acer,Notebook,15.6,4.0,Linux,2.1,1366,768,Intel,2.0,128.0,0.0,0.0,412.0
Microsoft,Ultrabook,13.5,8.0,Windows 10 S,1.252,2256,1504,Intel,2.8,256.0,0.0,0.0,1867.85
Lenovo,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.5,128.0,1000.0,0.0,817.95
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,1920,1080,Intel,2.5,256.0,0.0,0.0,1034.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1366,768,AMD,2.2,128.0,0.0,0.0,349.0
HP,2 in 1 Convertible,14.0,4.0,Windows 10,1.63,1920,1080,Intel,2.4,128.0,0.0,0.0,699.0
MSI,Gaming,15.6,16.0,Windows 10,2.4,1920,1080,Intel,2.8,256.0,1000.0,0.0,1294.0
Asus,Ultrabook,14.0,8.0,Windows 10,1.1,1920,1080,Intel,2.5,256.0,0.0,0.0,1135.0
HP,2 in 1 Convertible,11.6,8.0,Chrome OS,1.4,1366,768,Intel,1.1,0.0,0.0,64.0,495.0
LG,Ultrabook,15.6,8.0,Windows 10,1.09,1920,1080,Intel,1.8,512.0,0.0,0.0,2299.0
Acer,Gaming,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.5,256.0,0.0,0.0,1299.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,256.0,0.0,0.0,997.9
Asus,Notebook,15.6,4.0,Windows 10,1.86,1366,768,Intel,1.1,128.0,0.0,0.0,419.0
Dell,Gaming,15.6,16.0,Windows 10,3.21,1920,1080,Intel,2.5,128.0,1000.0,0.0,2051.0
HP,Notebook,17.3,4.0,Windows 10,2.5,1920,1080,Intel,2.0,256.0,0.0,0.0,699.0
Lenovo,2 in 1 Convertible,13.3,8.0,Windows 10,1.19,1920,1080,Intel,1.8,512.0,0.0,0.0,1499.0
Dell,Gaming,15.6,16.0,Windows 10,3.49,1920,1080,Intel,2.9,256.0,1000.0,0.0,2813.75
HP,Notebook,15.6,4.0,Windows 10,1.86,1366,768,Intel,2.5,0.0,500.0,0.0,612.61
Dell,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,2.0,0.0,1000.0,0.0,545.67
HP,Notebook,17.3,6.0,Windows 10,2.65,1920,1080,AMD,2.4,0.0,2000.0,0.0,569.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,1.6,0.0,500.0,0.0,318.0
Acer,Notebook,14.0,4.0,Chrome OS,1.45,1366,768,Intel,1.6,0.0,0.0,32.0,375.0
Lenovo,Notebook,14.0,4.0,Windows 10,1.7,1920,1080,Intel,2.5,256.0,0.0,0.0,699.0
HP,Workstation,17.3,8.0,Windows 10,3.14,1920,1080,Intel,2.8,0.0,500.0,0.0,1907.99
Lenovo,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,2560,1440,Intel,2.7,256.0,0.0,0.0,2590.0
Toshiba,Notebook,13.3,8.0,Windows 10,1.5,1920,1080,Intel,2.5,256.0,0.0,0.0,973.0
Acer,Netbook,11.6,4.0,Windows 10,1.4,1366,768,Intel,1.6,0.0,0.0,32.0,269.0
Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.38,1920,1080,Intel,2.7,512.0,0.0,0.0,1749.0
Asus,2 in 1 Convertible,12.5,4.0,Chrome OS,1.2,1920,1080,Intel,0.9,0.0,0.0,64.0,669.0
Toshiba,Ultrabook,13.3,16.0,Windows 10,1.36,1920,1080,Intel,2.5,512.0,0.0,0.0,1877.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.7,0.0,500.0,0.0,689.0
Dell,Gaming,15.6,8.0,Windows 10,2.56,1920,1080,Intel,2.5,0.0,1000.0,0.0,819.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,AMD,2.9,256.0,0.0,0.0,399.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.2,1366,768,AMD,3.6,0.0,1000.0,0.0,429.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.5,0.0,1000.0,0.0,621.45
Lenovo,Notebook,15.6,4.0,No OS,1.9,1366,768,Intel,2.0,0.0,500.0,0.0,450.0
Dell,Notebook,15.6,8.0,Windows 10,2.18,1920,1080,Intel,2.5,256.0,0.0,0.0,795.0
Acer,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,1920,1080,Intel,1.6,256.0,0.0,0.0,999.0
Lenovo,Workstation,15.6,16.0,Windows 7,2.18,1920,1080,Intel,2.5,512.0,0.0,0.0,1855.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.8,1920,1080,Intel,2.3,256.0,0.0,0.0,1191.0
